ObjectID,Proposed Management Action,Strategy,Scale,Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,District,Costing Certainty,Funding Shortfall,Funding_Status_TRUE,Shortfall_Captial,Shortfall_In-Kind,Shortfall_Annual,Conditioned_Total_Costings,Combined_Costings,Choosing the Costing Variable,Filtered_Costings_Data
3126,I,Work with Scottish Government to review and amend the close time order,1,,,River Tweed Commission,"Marine Scotland Science, Scottish Government",0,0,No,0,Unfunded,Within 2 Years,Tweed,N/A,,Unfunded,No,No,No,,0,0,
3127,F,Tweed Forum,5,,,Tweed Forum,"Tweed Foundation, Naturescot, local landowners",500000,0,Yes,0,Partially Funded,More than 5 Years,Tweed,N/A,,Funded,No,No,No,500000,500000,500000,500000
3128,S,Work with SEPA to review the current abstraction strategy,3,https://www.sepa.org.uk/regulations/water/abstractions/,,River Tweed Commission,"SEPA, Scottish Water",0,0,No,0,Unfunded,Within 2 Years,Tweed,N/A,,Unfunded,No,No,No,,0,0,
3129,I,Campaign to estabish meaningful financing to develop a method of control or eradication,5,,Up-to-date distribution maps,Tweed Foundation,"SEPA, Roslin Institute",130000,0,Yes,0,Unfunded,More than 5 Years,Tweed,N/A,,Unfunded,No,No,No,,130000,130000,130000
3130,N,Develop angling policies for each stock which detail recommended levels of exploitation,5,,Catch records,River Tweed Commission,"Anglers, boatmen",0,0,No,0,Unfunded,Annual,Tweed,Fairly Confident,,Unfunded,No,No,No,,0,0,
3140,L,Improve monitoring and recording of reported incidences.  Cross check data collected from other monitoring programs for links.,4,Smart Rivers Invertebrate Sampling project; NEPS; individual river electrofishing programmes,"Smart Rivers Invertebrate Sampling results, local EF programme results, NEPS",Halladale,RSPB,0,0,Yes,0,Unfunded,Annual,Northern,N/A,,Unfunded,No,No,No,,0,0,
3141,D,Continue conversations with SSE,1,,Water abstraction data,River Naver,NDSFB,0,0,No,0,Unfunded,Within 2 Years,Northern,Estimate,,Unfunded,No,No,No,,0,0,
3144,Q,Undertake survey of catchments to identify areas most suitable for riparian tree planting and explore funding options for this,4,Scotland River Temperature Monitoring Network (SRTMN) - gov.scot (www.gov.scot),Temperature logger downloads,NDSFB,,0,0,Yes,0,Unfunded,Within 2 Years,Northern,Estimate,,Unfunded,No,No,No,,0,0,
3162,Q,Explore possibilities for a catchment scale habitat management approach using experiences developed through the Findhorn Watershed Initiative,4,www.findhornwatershed.com/,"Land use and tree cover, deer densities, suitability of soil for tree planting, appropriate tree species, tree shading, river temperature, invertebrate data, fish data, forestry plans land ownership data",DSFB,"FNLRT,  Landowners, FLS, Scottish Forestry, Riverwoods, NaureScot, Marine Scotland, Deer Management Group",0,0,Yes,0,Unfunded,N/A,Nairn,N/A,,Unfunded,No,No,No,,0,0,
3163,M,Explore possibilities for a catchment scale habitat management approach using experiences developed through the Findhorn Watershed Initiative,4,,"Peat Depths, drain maps, identify blocakge locations and skills,",Monadhailth Deer Management Group,"FNLRT, Landowner, FLS, NaureScot",0,0,,0,Unfunded,N/A,Nairn,Fairly Confident,,Unfunded,No,No,No,,0,0,
3164,L,Assess man-made barrier (SNIFFER) and survey burns above and below man-made obstruction,1,https://www.fnlrt.org.uk/projects/habitat-survey/,"Barrier location data compiled in spreadsheet, requires mapping into GIS, develop cocts for removal or fish pass installation",DSFB,"FNLRT,Councils, Roads, Network Rail, Landowners, Distillers, Scottish Water",0,0,Yes,0,Unfunded,N/A,Nairn,Little Confidence,,Unfunded,No,No,No,,0,0,
3165,K,Survey burns above natural obstruction when an opportunity arises,1,,"Barrier location data to be compiled in spreadsheet, requires mapping into GIS",DSFB,"FNLRT,Landowners, Windfarm developers",0,0,No,0,Unfunded,N/A,Nairn,N/A,,Unfunded,No,No,No,,0,0,
3166,G,Scrutinise and comment on all land developments where there may be a potential conflict with rivers and fish populations.,5,,Review planning developments on Local Council websites. ,DSFB,"FNLRT,Landowners, FLS, NaureScot, Councils, Scot Gov, Local communities, Individual Residents",0,0,,0,Unfunded,N/A,Nairn,N/A,,Unfunded,No,No,No,,0,0,
3167,S,"Maintain close liaiason with SEPA, Scottish Water, and other water users",5,,Location of sewage treatment works and outflows,SEPA,"FNLRT, Local DSFBs, Anglers,",0,0,,0,Unfunded,N/A,Nairn,N/A,,Unfunded,No,No,No,,0,0,
3168,S,Maintain close links with water users,5,,Identify major water abstractors and users within the catchment,SEPA,"FNLRT, Local DSFBs, Councils, Scottish Water",0,0,,0,Unfunded,N/A,Nairn,N/A,,Unfunded,No,No,No,,0,0,
3169,S,Liaiase with landowners and identify potential sectiosn to re-meander,4,,Location and assessment of modified river areas,SEPA,"FNLRT, Landowners, Councils, NAtureScot",0,0,,0,Unfunded,N/A,Nairn,N/A,,Unfunded,No,No,No,,0,0,
3170,M,Continue to implement biosecurity plan,4,,"Distribution and abundance of INNs plants and animals, data on outbreaks of fish infections.",FNLRT,"Scottish Invasive Species Inititive (SISI), DSFB, Landowners, SEPA, NatureScot, Councils, General Public",0,0,,0,Funding Secured,N/A,Nairn,N/A,,Funded,No,No,No,0,0,0,
3171,O,"Identify outbreaks and collect samples, provide advice and guidance to contain spread",4,,"Data on infected fish, pathogens, disease types",DSFB,"FNLRT, Landowners, MS,  General Public",0,0,,0,Unfunded,N/A,Nairn,N/A,,Unfunded,No,No,No,,0,0,
3175,J,Document any sightings of seal entering the river.,2,,Occasional seal counts,DSFB,"FNLRT, SRMU, Marien Scotland",0,0,Yes,0,Unfunded,Annual,Nairn,,,Unfunded,No,No,No,,0,0,
3176,L,Assess and develop methods for estimating adulta salmon runs within the river.,3,https://www.nairndsfb.uk/,Collect catch data,DSFB,"MS, FNLRT",0,0,Yes,0,Unfunded,Annual,Nairn,,,Unfunded,No,No,No,,0,0,
3178,L,To estimate smolt outputs for all or part of the river using smolt traps,3,,Data on smolt runs and survival,DSFB,"FNLRT, AST",0,0,Yes,0,Unfunded,N/A,Nairn,,,Unfunded,No,No,No,,0,0,
3179,L,To develop salmon stock structure patterns using genetic techniques.,3,https://www.fnlrt.org.uk/wp-content/uploads/2012/01/FNL-Genetics-Report.pdf,Genetic stock structure data,DSFB,"University, AST, FNLRT",0,0,Yes,0,Unfunded,N/A,Nairn,,,Unfunded,No,No,No,,0,0,
3180,L,Develop data on the distribution and abundance of other freshwater fish species using a vriety of techniques,5,,Data on other fish species distribution and abundance,DSFB,FNLRT,0,0,,0,Unfunded,N/A,Nairn,,,Unfunded,No,No,No,,0,0,
3181,C,Support research and campaigns for marine protection relating to salmonids where appropriate.,5,,Improve data on adult salmon/sea trout marine movements and survival at sea and data on factors affecting their survival,DSFB,"Scot Gov, FMS, FNLRT",0,0,,0,Unfunded,N/A,Nairn,,,Unfunded,No,No,No,,0,0,
3182,C,Support research and campaigns for marine protection relating to salmonids where appropriate.,5,,"Data on inshore fisheries and bycatch, data on marine seabed damage from trawling",DSFB,"Inshore Fishermans Assoc, MS, FNLRT",0,0,Yes,0,Unfunded,N/A,Nairn,,,Unfunded,No,No,No,,0,0,
3183,C,Support research and campaigns for marine protection relating to salmonids where appropriate.,5,,"Data on fish populations associated with marine developments and how this may affect salmonids, dtata on salmonid migration routes",DSFB,"MS, FNLRT",0,0,Yes,0,Unfunded,N/A,Nairn,,,Unfunded,No,No,No,,0,0,
3187,,Impliment acions designed to reduce carbon foot print,5,,Review existing measures and improve where possible.,FNLRT,Findhorn DSFB,0,0,Yes,0,Unfunded,N/A,Findhorn,N/A,,Unfunded,No,No,No,,0,0,
3188,L,Assess man-made barrier (SNIFFER) and survey burns above and below man-made obstruction,1,,Barrier location data compiled in spreadsheet and will be mapping into GIS in 2024. Continue to seek improvements  or removal or fish pass installation and indicative costs. Identify owners and discuss improvements.,FNLRT,"DSFBs, Councils, Roads, Network Rail, Landowners, Distillers, Scottish Water",0,0,No,0,Unfunded,N/A,Findhorn,N/A,,Unfunded,No,No,No,,0,0,
3189,K,Survey burns above natural obstruction when an opportunity arises,1,,Complete dataset on natural barriers location and map into GIS,FNLRT,"Landowners, Windfarm developers",0,0,No,0,Unfunded,N/A,Findhorn,N/A,,Unfunded,No,No,No,,0,0,
3191,S,"Maintain close liaiason with SEPA, Scottish Water distilleries and other water users",5,,Location of sewage treatment works and outflows,SEPA,"FNLRT, Local DSFBs, Anglers,",0,0,,0,Unfunded,N/A,Findhorn,N/A,,Unfunded,No,No,No,,0,0,
3192,S,MAintain close links with all water users,5,,Identify major watter abstractors and users within the catchment,SEPA,"FNLRT, Local DSFBs, Councils, Scottish Water",0,0,,0,Unfunded,N/A,Findhorn,N/A,,Unfunded,No,No,No,,0,0,
3193,S,Liaiase with landowners and identify potential sections to re-meander,4,,Location and assessment of modified river areas,SEPA,"FNLRT, Landowners, Councils, NAtureScot",0,0,,0,Unfunded,N/A,Findhorn,N/A,,Unfunded,No,No,No,,0,0,
3203,L,To develop salmon stock structure patterns using genetic techniques.,3,https://www.fnlrt.org.uk/wp-content/uploads/2012/01/FNL-Genetics-Report.pdf,Genetic stock structure data,FNLRT,"University, AST",0,0,No,0,Unfunded,N/A,Findhorn,N/A,,Unfunded,No,No,No,,0,0,
3204,L,Deevelop data on the distribution and abundance of other freshwater fish species using a vriety of techniques,5,,Data on other fish species distribution and abundance,FNLRT,,0,0,,0,Unfunded,N/A,Findhorn,Little Confidence,,Unfunded,No,No,No,,0,0,
3205,C,Support research and campaigns for marine protection relating to salmonids where appropriate.,2,,Improve data on salmon/sea trout marine movements and survival at sea and data on factors affecting their survival,FNLRT,"Local DSFB, Scot Gov, FMS",0,0,,0,Unfunded,N/A,Findhorn,Little Confidence,,Unfunded,No,No,No,,0,0,
3206,C,Support research and campaigns for marine protection relating to salmonids where appropriate.,2,,"Data on inshore fisheries and bycatch, data on marine seabed damage from trawling",FNLRT,"Inshore Fishermans Assoc, MS",0,0,,0,Unfunded,N/A,Findhorn,Little Confidence,,Unfunded,No,No,No,,0,0,
3207,C,Support research and campaigns for marine protection relating to salmonids where appropriate.,2,,"Data on fish populations associated with marine developments and how this may affect salmonids, dtata on salmonid migration routes",FNLRT,MS,0,0,Yes,0,Unfunded,N/A,Findhorn,Little Confidence,,Unfunded,No,No,No,,0,0,
3211,K,Assess man-made barrier (SNIFFER) and survey burns above and below man-made obstruction,1,,"Majority of barriers identified, assessed and mapped in GIS. Develop costs for removal or to make accessible.",FNLRT,"DSFBs, Councils, Roads, Network Rail, Landowners, Distillers, Scottish Water",0,0,,0,Unfunded,N/A,Lossie,Fairly Confident,,Unfunded,No,No,No,,0,0,
3212,K,Survey burns above natural obstruction when an opportunity arises,1,,"Barrier location data to be compiled in spreadsheet, requires mapping into GIS",FNLRT,"Landowners, Windfarm developers",0,0,No,0,Unfunded,N/A,Lossie,N/A,,Unfunded,No,No,No,,0,0,
3214,S,"Maintain close liaiason with SEPA, Scottish Water distilleries and other water users",5,,"Location of sewage treatment works, outflows",SEPA,"FNLRT, Local DSFBs, Anglers,",0,0,,0,Unfunded,N/A,Lossie,N/A,,Unfunded,No,No,No,,0,0,
3215,S,MAintain close links with all water users,5,,Identify major watter abstractors and users within the catchment,SEPA,"FNLRT, Local DSFBs, Councils, Scottish Water",0,0,,0,Unfunded,N/A,Lossie,N/A,,Unfunded,No,No,No,,0,0,
3216,S,Liaise with landowners and identify potential sections to re-meander,4,,Location and assessment of modified river areas,SEPA,"FNLRT, Landowners, Councils, NAtureScot",0,0,,0,Unfunded,N/A,Lossie,N/A,,Unfunded,No,No,No,,0,0,
3218,O,"Identify outbreaks and collect samples, provide advice and guidance to contain spread",4,,"Data on infected fish, pathogens, disease types",FNLRT,"Local DSFB, Landowners, MS,  General Public",0,0,,0,Unfunded,N/A,Lossie,N/A,,Unfunded,No,No,No,,0,0,
3222,J,Conduct regular in-river  seal counts and apply for control licence,2,,Seal sightings within the river,FNLRT,"SRMU, Marine Scotland",0,0,Yes,0,Unfunded,N/A,Lossie,,,Unfunded,No,No,No,,0,0,
3235,P,Not a local management strategy,2,https://marine.gov.scot/sma/assessment/salmon-and-sea-trout,Unknown,Unknown,All relevent NGOs & Gos,0,0,No,0,Unfunded,More than 5 Years,Annan,N/A,,Unfunded,No,No,No,,0,0,
3247,B,Secure landowner agreement and funding to remove weir,1,Photographs of weir,Hydrology study to determine impact of the removal of the weir,Landowner,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
3249,J,Erradication efforts at particulalrly sensitive times (smolt run and spawning run in tributaries),4,,Catchment wide predator survey,Loch Lomond Angling Improvement Association,Landowners / Loch Lomond and Trossachs National Park /  Loch Lomond Fisheries Trust,7500,0,Yes,7500,Unfunded,More than 5 Years,Loch Lomond,Estimate,,Unfunded,No,No,No,,15000,15000,15000
3252,B,Secure landowner agreement and funding to remove weir,1,Photographs of weir,Hydrology study to determine impact of the removal of the weir,Landowner,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
3253,F,Secure landowner agreement and funding to re-engineer burn,1,,Hydrology study to determine impact of the works,Loch Lomond Fisheries Trust,Landowners /  Loch Lomond Angling Improvement Association / SEPA,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
3256,B,Secure landowner agreement and funding to remove weir,1,Photographs of weir,Hydrology study to determine impact of the removal of the weir,Landowner,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
3262,B,Secure landowner agreement and funding to remove weir,1,Photographs of weir,Hydrology study to determine impact of the removal of the weir,Landowner,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
3263,B,Secure landowner agreement and funding to remove weir,1,Photographs of weir,Hydrology study to determine impact of the removal of the weir,Landowner,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
3264,B,Secure landowner agreement and funding to remove weir,1,Photographs of weir,Hydrology study to determine impact of the removal of the weir,Landowner,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
7276,D,"Confirm and prove transfer of species between systems, work with partners to monitor and devise solutions.",4,,,Galloway Fisheries Trust,"Ayshire Rivers Trust, DRAX, DSFB",,,Yes,,Unfunded,Annual,Doon,N/A,,Unfunded,No,No,No,,0,0,
7382,F,"A managed use of scour Valves to allow fine sediment to pass downstream. In addition, mechanical transfer of sediments may be required.",1,,"Habitat surveys, electrofishing surveys",Ayrshire Rivers Trust,"SEPA, Scottish Water, hydro operator",30000,,No,9000,Unfunded,Within 5 Years,Irvine and Garnock,,,Unfunded,No,No,No,,39000,39000,39000
7397,Q,Install deer fencing and plant 33000 locally sourced broadleaf trees.,4,,,Ayrshire Rivers Trust,"Landowner, SEPA, Local Authority, Clyde muirshiel regional park, land owner",,,Yes,,Unfunded,More than 5 Years,Irvine and Garnock,,,Unfunded,No,No,No,,0,0,
7430,H,"Employment of a Catchment officer to monitor spread of INNS, Agricultural pollution and other incidents. Provide training to identify ",,,,,,,,,20000,Unfunded,More than 5 Years,Irvine and Garnock,,,Unfunded,No,No,No,,20000,20000,20000
